Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,Date,Game_Name
June 2021,12866.02,-5623.77,-30.42%,19976,https://steamcharts.com/app/281990,2021-06-01,Stellaris
May 2021,18489.79,-3703.13,-16.69%,32520,https://steamcharts.com/app/281990,2021-05-01,Stellaris
April 2021,22192.92,8742.42,+65.00%,57250,https://steamcharts.com/app/281990,2021-04-01,Stellaris
March 2021,13450.50,-2566.89,-16.03%,21753,https://steamcharts.com/app/281990,2021-03-01,Stellaris
February 2021,16017.40,2372.91,+17.39%,26283,https://steamcharts.com/app/281990,2021-02-01,Stellaris
January 2021,13644.48,1850.17,+15.69%,22020,https://steamcharts.com/app/281990,2021-01-01,Stellaris
December 2020,11794.32,-1853.07,-13.58%,19992,https://steamcharts.com/app/281990,2020-12-01,Stellaris
November 2020,13647.39,2604.91,+23.59%,25486,https://steamcharts.com/app/281990,2020-11-01,Stellaris
October 2020,11042.48,1053.28,+10.54%,24935,https://steamcharts.com/app/281990,2020-10-01,Stellaris
September 2020,9989.20,-1253.83,-11.15%,19261,https://steamcharts.com/app/281990,2020-09-01,Stellaris
August 2020,11243.03,-1462.55,-11.51%,16487,https://steamcharts.com/app/281990,2020-08-01,Stellaris
July 2020,12705.58,492.71,+4.03%,18930,https://steamcharts.com/app/281990,2020-07-01,Stellaris
June 2020,12212.86,-6687.48,-35.38%,19164,https://steamcharts.com/app/281990,2020-06-01,Stellaris
May 2020,18900.34,822.48,+4.55%,41733,https://steamcharts.com/app/281990,2020-05-01,Stellaris
April 2020,18077.86,-4207.93,-18.88%,33078,https://steamcharts.com/app/281990,2020-04-01,Stellaris
March 2020,22285.79,12653.12,+131.36%,64120,https://steamcharts.com/app/281990,2020-03-01,Stellaris
February 2020,9632.67,-315.99,-3.18%,14938,https://steamcharts.com/app/281990,2020-02-01,Stellaris
January 2020,9948.66,706.80,+7.65%,16769,https://steamcharts.com/app/281990,2020-01-01,Stellaris
December 2019,9241.86,136.47,+1.50%,15575,https://steamcharts.com/app/281990,2019-12-01,Stellaris
November 2019,9105.38,-313.56,-3.33%,17057,https://steamcharts.com/app/281990,2019-11-01,Stellaris
October 2019,9418.94,1670.65,+21.56%,20584,https://steamcharts.com/app/281990,2019-10-01,Stellaris
September 2019,7748.29,-1238.38,-13.78%,12841,https://steamcharts.com/app/281990,2019-09-01,Stellaris
August 2019,8986.67,-1989.49,-18.13%,14603,https://steamcharts.com/app/281990,2019-08-01,Stellaris
July 2019,10976.16,-4054.77,-26.98%,17730,https://steamcharts.com/app/281990,2019-07-01,Stellaris
June 2019,15030.93,3102.35,+26.01%,29345,https://steamcharts.com/app/281990,2019-06-01,Stellaris
May 2019,11928.58,3593.31,+43.11%,31038,https://steamcharts.com/app/281990,2019-05-01,Stellaris
April 2019,8335.27,-511.93,-5.79%,14618,https://steamcharts.com/app/281990,2019-04-01,Stellaris
March 2019,8847.20,-1101.62,-11.07%,14939,https://steamcharts.com/app/281990,2019-03-01,Stellaris
February 2019,9948.83,-3000.77,-23.17%,18011,https://steamcharts.com/app/281990,2019-02-01,Stellaris
January 2019,12949.59,-7461.61,-36.56%,27465,https://steamcharts.com/app/281990,2019-01-01,Stellaris
December 2018,20411.20,12169.09,+147.65%,50061,https://steamcharts.com/app/281990,2018-12-01,Stellaris
November 2018,8242.12,587.85,+7.68%,14622,https://steamcharts.com/app/281990,2018-11-01,Stellaris
October 2018,7654.27,-1297.58,-14.50%,13955,https://steamcharts.com/app/281990,2018-10-01,Stellaris
September 2018,8951.85,1207.58,+15.59%,17554,https://steamcharts.com/app/281990,2018-09-01,Stellaris
August 2018,7744.27,-1845.95,-19.25%,13215,https://steamcharts.com/app/281990,2018-08-01,Stellaris
July 2018,9590.22,-1598.01,-14.28%,16446,https://steamcharts.com/app/281990,2018-07-01,Stellaris
June 2018,11188.22,-47.10,-0.42%,23073,https://steamcharts.com/app/281990,2018-06-01,Stellaris
May 2018,11235.33,1294.91,+13.03%,28252,https://steamcharts.com/app/281990,2018-05-01,Stellaris
April 2018,9940.42,-7180.20,-41.94%,19026,https://steamcharts.com/app/281990,2018-04-01,Stellaris
March 2018,17120.62,1166.35,+7.31%,43837,https://steamcharts.com/app/281990,2018-03-01,Stellaris
February 2018,15954.27,4660.52,+41.27%,61467,https://steamcharts.com/app/281990,2018-02-01,Stellaris
January 2018,11293.75,1744.96,+18.27%,19663,https://steamcharts.com/app/281990,2018-01-01,Stellaris
December 2017,9548.79,1169.24,+13.95%,17326,https://steamcharts.com/app/281990,2017-12-01,Stellaris
November 2017,8379.55,-2279.99,-21.39%,15599,https://steamcharts.com/app/281990,2017-11-01,Stellaris
October 2017,10659.54,596.94,+5.93%,24824,https://steamcharts.com/app/281990,2017-10-01,Stellaris
September 2017,10062.60,3661.15,+57.19%,34388,https://steamcharts.com/app/281990,2017-09-01,Stellaris
August 2017,6401.45,-1493.28,-18.91%,11233,https://steamcharts.com/app/281990,2017-08-01,Stellaris
July 2017,7894.73,-1881.17,-19.24%,14155,https://steamcharts.com/app/281990,2017-07-01,Stellaris
June 2017,9775.90,-4376.76,-30.93%,20888,https://steamcharts.com/app/281990,2017-06-01,Stellaris
May 2017,14152.65,-2907.19,-17.04%,29042,https://steamcharts.com/app/281990,2017-05-01,Stellaris
April 2017,17059.85,12017.40,+238.32%,43549,https://steamcharts.com/app/281990,2017-04-01,Stellaris
March 2017,5042.45,-981.29,-16.29%,10068,https://steamcharts.com/app/281990,2017-03-01,Stellaris
February 2017,6023.74,-870.48,-12.63%,11105,https://steamcharts.com/app/281990,2017-02-01,Stellaris
January 2017,6894.22,724.39,+11.74%,12773,https://steamcharts.com/app/281990,2017-01-01,Stellaris
December 2016,6169.82,30.69,+0.50%,11261,https://steamcharts.com/app/281990,2016-12-01,Stellaris
November 2016,6139.13,6.51,+0.11%,12637,https://steamcharts.com/app/281990,2016-11-01,Stellaris
October 2016,6132.63,1861.43,+43.58%,20301,https://steamcharts.com/app/281990,2016-10-01,Stellaris
September 2016,4271.19,-477.27,-10.05%,9173,https://steamcharts.com/app/281990,2016-09-01,Stellaris
August 2016,4748.46,-1833.09,-27.85%,9201,https://steamcharts.com/app/281990,2016-08-01,Stellaris
July 2016,6581.55,-2522.98,-27.71%,13827,https://steamcharts.com/app/281990,2016-07-01,Stellaris
June 2016,9104.53,-11695.05,-56.23%,21517,https://steamcharts.com/app/281990,2016-06-01,Stellaris
May 2016,20799.58,20796.98,+799175.29%,68517,https://steamcharts.com/app/281990,2016-05-01,Stellaris
April 2016,2.60,2.46,+1698.99%,37,https://steamcharts.com/app/281990,2016-04-01,Stellaris
March 2016,0.14,-0.49,-77.26%,2,https://steamcharts.com/app/281990,2016-03-01,Stellaris
August 2015,0.64,,,11,https://steamcharts.com/app/281990,2015-08-01,Stellaris
September 2021,16778.49,-2539.25,-13.14%,29507,https://steamcharts.com/app/306130,2021-09-01,The Elder Scrolls Online
August 2021,19317.74,558.13,+2.98%,35630,https://steamcharts.com/app/306130,2021-08-01,The Elder Scrolls Online
July 2021,18759.61,-2523.19,-11.86%,31391,https://steamcharts.com/app/306130,2021-07-01,The Elder Scrolls Online
June 2021,21282.80,2303.76,+12.14%,39789,https://steamcharts.com/app/306130,2021-06-01,The Elder Scrolls Online
May 2021,18979.04,-4398.57,-18.82%,31115,https://steamcharts.com/app/306130,2021-05-01,The Elder Scrolls Online
April 2021,23377.61,3187.48,+15.79%,43272,https://steamcharts.com/app/306130,2021-04-01,The Elder Scrolls Online
March 2021,20190.13,277.85,+1.40%,36373,https://steamcharts.com/app/306130,2021-03-01,The Elder Scrolls Online
February 2021,19912.28,762.06,+3.98%,31886,https://steamcharts.com/app/306130,2021-02-01,The Elder Scrolls Online
January 2021,19150.22,1345.58,+7.56%,33069,https://steamcharts.com/app/306130,2021-01-01,The Elder Scrolls Online
December 2020,17804.64,848.52,+5.00%,29617,https://steamcharts.com/app/306130,2020-12-01,The Elder Scrolls Online
November 2020,16956.13,-2146.56,-11.24%,33807,https://steamcharts.com/app/306130,2020-11-01,The Elder Scrolls Online
October 2020,19102.69,239.09,+1.27%,32601,https://steamcharts.com/app/306130,2020-10-01,The Elder Scrolls Online
September 2020,18863.60,-4505.80,-19.28%,31588,https://steamcharts.com/app/306130,2020-09-01,The Elder Scrolls Online
August 2020,23369.40,1362.80,+6.19%,38240,https://steamcharts.com/app/306130,2020-08-01,The Elder Scrolls Online
July 2020,22006.60,-996.88,-4.33%,34962,https://steamcharts.com/app/306130,2020-07-01,The Elder Scrolls Online
June 2020,23003.48,-391.94,-1.68%,39494,https://steamcharts.com/app/306130,2020-06-01,The Elder Scrolls Online
May 2020,23395.42,-5072.23,-17.82%,42677,https://steamcharts.com/app/306130,2020-05-01,The Elder Scrolls Online
April 2020,28467.65,13711.74,+92.92%,49061,https://steamcharts.com/app/306130,2020-04-01,The Elder Scrolls Online
March 2020,14755.91,-982.79,-6.24%,25432,https://steamcharts.com/app/306130,2020-03-01,The Elder Scrolls Online
February 2020,15738.70,321.76,+2.09%,30989,https://steamcharts.com/app/306130,2020-02-01,The Elder Scrolls Online
January 2020,15416.94,2944.73,+23.61%,28238,https://steamcharts.com/app/306130,2020-01-01,The Elder Scrolls Online
December 2019,12472.22,940.43,+8.16%,23749,https://steamcharts.com/app/306130,2019-12-01,The Elder Scrolls Online
November 2019,11531.79,370.82,+3.32%,21527,https://steamcharts.com/app/306130,2019-11-01,The Elder Scrolls Online
October 2019,11160.97,-833.93,-6.95%,19394,https://steamcharts.com/app/306130,2019-10-01,The Elder Scrolls Online
September 2019,11994.90,-1329.08,-9.98%,23437,https://steamcharts.com/app/306130,2019-09-01,The Elder Scrolls Online
August 2019,13323.98,-1282.21,-8.78%,23212,https://steamcharts.com/app/306130,2019-08-01,The Elder Scrolls Online
July 2019,14606.19,-2962.89,-16.86%,24568,https://steamcharts.com/app/306130,2019-07-01,The Elder Scrolls Online
June 2019,17569.08,-236.88,-1.33%,29029,https://steamcharts.com/app/306130,2019-06-01,The Elder Scrolls Online
May 2019,17805.96,1667.85,+10.33%,32498,https://steamcharts.com/app/306130,2019-05-01,The Elder Scrolls Online
April 2019,16138.11,2521.62,+18.52%,28980,https://steamcharts.com/app/306130,2019-04-01,The Elder Scrolls Online
March 2019,13616.49,186.91,+1.39%,31851,https://steamcharts.com/app/306130,2019-03-01,The Elder Scrolls Online
February 2019,13429.59,1021.19,+8.23%,24158,https://steamcharts.com/app/306130,2019-02-01,The Elder Scrolls Online
January 2019,12408.40,387.87,+3.23%,21996,https://steamcharts.com/app/306130,2019-01-01,The Elder Scrolls Online
December 2018,12020.54,1123.45,+10.31%,19823,https://steamcharts.com/app/306130,2018-12-01,The Elder Scrolls Online
November 2018,10897.08,-2017.42,-15.62%,18228,https://steamcharts.com/app/306130,2018-11-01,The Elder Scrolls Online
October 2018,12914.51,491.87,+3.96%,21298,https://steamcharts.com/app/306130,2018-10-01,The Elder Scrolls Online
September 2018,12422.64,-2155.13,-14.78%,22288,https://steamcharts.com/app/306130,2018-09-01,The Elder Scrolls Online
August 2018,14577.76,999.52,+7.36%,29547,https://steamcharts.com/app/306130,2018-08-01,The Elder Scrolls Online
July 2018,13578.24,-1869.15,-12.10%,23384,https://steamcharts.com/app/306130,2018-07-01,The Elder Scrolls Online
June 2018,15447.39,4874.09,+46.10%,28296,https://steamcharts.com/app/306130,2018-06-01,The Elder Scrolls Online
May 2018,10573.30,-835.01,-7.32%,21380,https://steamcharts.com/app/306130,2018-05-01,The Elder Scrolls Online
April 2018,11408.31,1427.97,+14.31%,19117,https://steamcharts.com/app/306130,2018-04-01,The Elder Scrolls Online
March 2018,9980.34,1014.65,+11.32%,24641,https://steamcharts.com/app/306130,2018-03-01,The Elder Scrolls Online
February 2018,8965.69,-1305.70,-12.71%,15284,https://steamcharts.com/app/306130,2018-02-01,The Elder Scrolls Online
January 2018,10271.40,-1376.86,-11.82%,17705,https://steamcharts.com/app/306130,2018-01-01,The Elder Scrolls Online
December 2017,11648.26,3819.09,+48.78%,25928,https://steamcharts.com/app/306130,2017-12-01,The Elder Scrolls Online
November 2017,7829.17,48.69,+0.63%,14783,https://steamcharts.com/app/306130,2017-11-01,The Elder Scrolls Online
October 2017,7780.48,-390.82,-4.78%,13825,https://steamcharts.com/app/306130,2017-10-01,The Elder Scrolls Online
September 2017,8171.30,73.81,+0.91%,15470,https://steamcharts.com/app/306130,2017-09-01,The Elder Scrolls Online
August 2017,8097.48,-281.26,-3.36%,18457,https://steamcharts.com/app/306130,2017-08-01,The Elder Scrolls Online
July 2017,8378.74,-1535.89,-15.49%,14351,https://steamcharts.com/app/306130,2017-07-01,The Elder Scrolls Online
June 2017,9914.64,680.63,+7.37%,16788,https://steamcharts.com/app/306130,2017-06-01,The Elder Scrolls Online
May 2017,9234.00,-2032.25,-18.04%,16676,https://steamcharts.com/app/306130,2017-05-01,The Elder Scrolls Online
April 2017,11266.26,3836.67,+51.64%,29979,https://steamcharts.com/app/306130,2017-04-01,The Elder Scrolls Online
March 2017,7429.58,-2149.50,-22.44%,13220,https://steamcharts.com/app/306130,2017-03-01,The Elder Scrolls Online
February 2017,9579.08,1895.06,+24.66%,17655,https://steamcharts.com/app/306130,2017-02-01,The Elder Scrolls Online
January 2017,7684.02,-1980.37,-20.49%,13704,https://steamcharts.com/app/306130,2017-01-01,The Elder Scrolls Online
December 2016,9664.39,626.94,+6.94%,20167,https://steamcharts.com/app/306130,2016-12-01,The Elder Scrolls Online
November 2016,9037.45,5807.39,+179.79%,29305,https://steamcharts.com/app/306130,2016-11-01,The Elder Scrolls Online
October 2016,3230.06,918.11,+39.71%,6653,https://steamcharts.com/app/306130,2016-10-01,The Elder Scrolls Online
September 2016,2311.95,-681.46,-22.77%,3950,https://steamcharts.com/app/306130,2016-09-01,The Elder Scrolls Online
August 2016,2993.41,-292.98,-8.91%,6114,https://steamcharts.com/app/306130,2016-08-01,The Elder Scrolls Online
July 2016,3286.39,467.68,+16.59%,7008,https://steamcharts.com/app/306130,2016-07-01,The Elder Scrolls Online
June 2016,2818.71,1166.03,+70.55%,5544,https://steamcharts.com/app/306130,2016-06-01,The Elder Scrolls Online
May 2016,1652.68,-228.72,-12.16%,3240,https://steamcharts.com/app/306130,2016-05-01,The Elder Scrolls Online
April 2016,1881.40,-543.52,-22.41%,3461,https://steamcharts.com/app/306130,2016-04-01,The Elder Scrolls Online
March 2016,2424.92,-99.02,-3.92%,4852,https://steamcharts.com/app/306130,2016-03-01,The Elder Scrolls Online
February 2016,2523.94,-1346.39,-34.79%,4524,https://steamcharts.com/app/306130,2016-02-01,The Elder Scrolls Online
January 2016,3870.33,599.33,+18.32%,8572,https://steamcharts.com/app/306130,2016-01-01,The Elder Scrolls Online
December 2015,3271.00,1686.11,+106.39%,7279,https://steamcharts.com/app/306130,2015-12-01,The Elder Scrolls Online
November 2015,1584.89,-71.64,-4.32%,4487,https://steamcharts.com/app/306130,2015-11-01,The Elder Scrolls Online
October 2015,1656.53,-691.75,-29.46%,2828,https://steamcharts.com/app/306130,2015-10-01,The Elder Scrolls Online
September 2015,2348.28,-29.02,-1.22%,4700,https://steamcharts.com/app/306130,2015-09-01,The Elder Scrolls Online
August 2015,2377.30,-329.58,-12.18%,5030,https://steamcharts.com/app/306130,2015-08-01,The Elder Scrolls Online
July 2015,2706.88,557.71,+25.95%,5971,https://steamcharts.com/app/306130,2015-07-01,The Elder Scrolls Online
June 2015,2149.18,237.62,+12.43%,3347,https://steamcharts.com/app/306130,2015-06-01,The Elder Scrolls Online
May 2015,1911.55,-545.45,-22.20%,3208,https://steamcharts.com/app/306130,2015-05-01,The Elder Scrolls Online
April 2015,2457.01,334.58,+15.76%,4333,https://steamcharts.com/app/306130,2015-04-01,The Elder Scrolls Online
March 2015,2122.42,1214.60,+133.79%,5067,https://steamcharts.com/app/306130,2015-03-01,The Elder Scrolls Online
February 2015,907.82,-97.95,-9.74%,1559,https://steamcharts.com/app/306130,2015-02-01,The Elder Scrolls Online
January 2015,1005.77,162.24,+19.23%,2095,https://steamcharts.com/app/306130,2015-01-01,The Elder Scrolls Online
December 2014,843.54,333.12,+65.26%,1924,https://steamcharts.com/app/306130,2014-12-01,The Elder Scrolls Online
November 2014,510.42,-120.61,-19.11%,1187,https://steamcharts.com/app/306130,2014-11-01,The Elder Scrolls Online
October 2014,631.03,-80.85,-11.36%,1270,https://steamcharts.com/app/306130,2014-10-01,The Elder Scrolls Online
September 2014,711.88,-535.80,-42.94%,1439,https://steamcharts.com/app/306130,2014-09-01,The Elder Scrolls Online
August 2014,1247.68,-744.94,-37.38%,2290,https://steamcharts.com/app/306130,2014-08-01,The Elder Scrolls Online
July 2014,1992.62,,,3107,https://steamcharts.com/app/306130,2014-07-01,The Elder Scrolls Online
September 2021,17121.06,-2816.45,-14.13%,34682,https://steamcharts.com/app/550,2021-09-01,Left 4 Dead 2
August 2021,19937.51,-91.55,-0.46%,49003,https://steamcharts.com/app/550,2021-08-01,Left 4 Dead 2
July 2021,20029.06,3369.60,+20.23%,37870,https://steamcharts.com/app/550,2021-07-01,Left 4 Dead 2
June 2021,16659.47,-2037.38,-10.90%,33686,https://steamcharts.com/app/550,2021-06-01,Left 4 Dead 2
May 2021,18696.85,3278.56,+21.26%,40653,https://steamcharts.com/app/550,2021-05-01,Left 4 Dead 2
April 2021,15418.29,-141.89,-0.91%,29097,https://steamcharts.com/app/550,2021-04-01,Left 4 Dead 2
March 2021,15560.18,-1099.69,-6.60%,36938,https://steamcharts.com/app/550,2021-03-01,Left 4 Dead 2
February 2021,16659.87,-2925.30,-14.94%,23915,https://steamcharts.com/app/550,2021-02-01,Left 4 Dead 2
January 2021,19585.17,1255.14,+6.85%,34475,https://steamcharts.com/app/550,2021-01-01,Left 4 Dead 2
December 2020,18330.04,-50.64,-0.28%,33893,https://steamcharts.com/app/550,2020-12-01,Left 4 Dead 2
November 2020,18380.67,-3074.38,-14.33%,39300,https://steamcharts.com/app/550,2020-11-01,Left 4 Dead 2
October 2020,21455.05,441.19,+2.10%,47697,https://steamcharts.com/app/550,2020-10-01,Left 4 Dead 2
September 2020,21013.86,8384.79,+66.39%,100965,https://steamcharts.com/app/550,2020-09-01,Left 4 Dead 2
August 2020,12629.07,-2038.69,-13.90%,18679,https://steamcharts.com/app/550,2020-08-01,Left 4 Dead 2
July 2020,14667.76,3372.34,+29.86%,25107,https://steamcharts.com/app/550,2020-07-01,Left 4 Dead 2
June 2020,11295.42,-656.96,-5.50%,23371,https://steamcharts.com/app/550,2020-06-01,Left 4 Dead 2
May 2020,11952.38,-2600.69,-17.87%,18881,https://steamcharts.com/app/550,2020-05-01,Left 4 Dead 2
April 2020,14553.07,1357.53,+10.29%,42699,https://steamcharts.com/app/550,2020-04-01,Left 4 Dead 2
March 2020,13195.54,400.40,+3.13%,21184,https://steamcharts.com/app/550,2020-03-01,Left 4 Dead 2
